tgff,platform,trace,mapper,log_level,kpn,best_mapping_time,representation,estimated_total_time
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_7}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.024569214,Symmetries,0.1679985523223877
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_7}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.024569214,MetricSpaceEmbedding,0.18799829483032227
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_2}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.057150499,Symmetries,0.1679985523223877
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_3}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.021782,Symmetries,0.18799853324890137
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_1}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,10.007049999,MetricSpaceEmbedding,0.6079952716827393
"{file:office-automation-mocsyn.tgff,graph_name:TASK_GRAPH_0}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.254631223,SimpleVector,0.16399860382080078
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_2}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.249641855,SymmetryEmbedding,0.1959984302520752
"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_2}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.040499998,SimpleVector,0.16399884223937988
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_6}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.024642857,SimpleVector,0.1959984302520752
"{file:office-automation-mocsyn.tgff,graph_name:TASK_GRAPH_0}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.254631223,Symmetries,0.17999863624572754
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_8}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,400.0010005,SimpleVector,7.82393741607666
"{file:office-automation-mocsyn.tgff,graph_name:TASK_GRAPH_0}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.3058135,MetricSpaceEmbedding,0.21199822425842285
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_3}",exynos,tgff_reader,gbm,ERROR,tgff_reader,0.0080765,SymmetryEmbedding,0.2239980697631836
"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_2}",exynos,tgff_reader,gbm,ERROR,tgff_reader,2.6290495,SimpleVector,0.23999810218811035
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_2}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,413.372883833,MetricSpaceEmbedding,8.487932443618774
"{file:consumer-mocsyn.tgff,graph_name:TASK_GRAPH_1}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,1.996571427,Symmetries,0.1679985523223877
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_2}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.057150499,MetricSpaceEmbedding,0.18399858474731445
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_3}",exynos,tgff_reader,static_cfs,ERROR,tgff_reader,0.006809857,Symmetries,0.1719987392425537
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_8}",mppa_coolidge,tgff_reader,gbm,ERROR,tgff_reader,400.0010005,SymmetryEmbedding,600.2031855583191
"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_4}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,6.688266666,MetricSpaceEmbedding,0.7839930057525635
"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_0}",mppa_coolidge,tgff_reader,static_cfs,ERROR,tgff_reader,16.669994165,Symmetries,0.43999648094177246
